product_id,default_code,sale_delay,multiple
55190,ABPMA_1606XLS960E3,19,1.0
296176,LCAX638FL,116,1.0
21391,CERTIFICACION_TERMOGRAFOS_NIVEL_I,11,1.0
180356,8002660001R,32,1.0
204757,84610601000,11,1.0
314496,PTHW242836G2,28,1.0
387024,R5000000000XX1,11,1.0
23753,ED2407,11,1.0
22392,CP3030G,35,1.0
26341,FLUKE-64 MAX,11,1.0
23559,E2PBG,30,1.0
115056,024703-B,11,1.0
283107,FOEVDM40TB5,11,1.0
384512,Rebate_1756L83EP,11,1.0
113833,2198C4055ERS,15,1.0
4250,1606XLE480EP,15,1.0
432001,ABREPAIR_270,11,1.0
387412,RSM RKM 36-80M,11,1.0
125553,1202C90,15,1.0
7929,27L456,11,1.0
31005,LF120V15,11,1.0
9078,42JSD2MPA1A2,39,1.0
427176,9324CRLDT21-TYCO,11,1.0
156584,42JSD2MPA2A2,39,1.0
7777,2711PRDT7C,77,1.0
303632,MTRKM,11,1.0
9101,42JTD2LAT1A2,15,1.0
48601,GASTOS,11,1.0
8292,31000-NG,11,1.0
383365,AB_CHANGEORDER2/25348924/1700,11,1.0
409298,9800DC8AUTOB - PLASTIC,11,1.0
431981,9398NTKITT31-ENNOVI,11,1.0
415635,V19-G-BK10M-PUR-U/ABG-V19-G,11,1.0
411946,M6C-1000-439-BL,22,1.0
382271,ABMCC_25390812/400,11,1.0
409299,9800DC8HMICOM - PLASTIC,11,1.0
220899,AGW-2,11,5.0
20370,C000115401000,27,1.0
364047,SUM_INST_VALAL,11,1.0
31785,M71C-500-595-RD,11,1.0
425591,9701MUVWSVBDL10T21 - ZOLTEKSOPORTE,11,1.0
421558,9701MVWRSVRT31 - ORDI,11,1.0
426564,9701MVWSTNLTBDLT51 - SIMSA,11,1.0
427285,9701MVWSTNBDLT40-Michelin,11,1.0
421457,9701MVWSTNLTBDLT51 - AUTEM,11,1.0
425245,9701MVWSTNMRT11 - IME,11,1.0
424659,9701MVWSTNMRT11M - Effem,11,1.0
421454,9701MVWSTNMRT12 - NESTLESILAO,11,1.0
316714,Q25188PCECC,11,1.0
424381,9701MVWSVBDL05T31 - RR,11,1.0
21100,CDLTHW14NC,11,100.0
421294,ABMCC_25489972/2300,11,1.0
159383,440KT11206,15,1.0
62718,A1412CHNFSS6,24,1.0
421297,ABMCC_25489972/2400,11,1.0
5701,19583-0,11,1.0
421299,ABMCC_25489972/2402,11,1.0
421314,ABMCC_25489972/2600,11,1.0
48003,61705,11,1.0
382878,CESSWDM3613T,11,1.0
11359,616A0131,11,1.0
11587,65405,11,1.0
11604,65692,22,1.0
112759,E3PANELESINC,11,1.0
62737,ABC-4,11,5.0
22556,CSD16128,25,1.0
400257,9324MRSL500T41 - ECOSA,11,1.0
379388,VRS-060C-25-K3-14CA11,11,1.0
421222,ABMCC_25492345/1700,11,1.0
421729,ABMCC_25491785/400,11,1.0
421724,ABMCC_25491785/500,11,1.0
27731,GCTHW2VM,11,1.0
219519,ABMCC_25375246/6,11,1.0
421223,ABMCC_25492345/1800,11,1.0
421355,ABMCC_25492345/2000,11,1.0
421225,ABMCC_25492345/1903,11,1.0
415695,CSVTL485000LMMVOLT40K80CRI,11,1.0
4417,17201EPCO,11,1.0
1723,12-100,11,1.0
6336,2080USBADAPTER,15,1.0
3591,1492SPM3C040,15,1.0
9129,42KLD1LBF4,15,1.0
167364,4560087,56,50.0
357353,S250LMC,11,1.0
9405,440GT27134,15,1.0
15640,871ATS5D1,15,1.0
13849,800TFXPH16RA1,15,1.0
12841,800FMKM21,15,1.0
147473,20G1AND186JA0NNNNN,15,1.0
13316,800HAR7D1,15,1.0
11706,700CF220D,15,1.0
12789,800FDP4N3,60,1.0
15843,872CA2N12A2,15,1.0
430859,ABMCC_25525976/ 100,11,1.0
426500,ABMCC_25510589/100,11,1.0
423874,ABPMA_1606XLP30B,19,1.0
423869,ABPMA_1756IV16,19,1.0
422414,ABMCC_25501373_102,11,1.0
422415,ABMCC_25501373_103,11,1.0
423115,ABPMA_889RF3ECA2,38,1.0
426207,ABPMA-25BD013N114,19,1.0
427229,AB_CHANGEORDER/6504883159/215-CCM-101_B,11,1.0
427235,AB_CHANGEORDER/6504883159/305-CCM-104_B,11,1.0
34785,PLX31-EIP-MBS,26,1.0
60402,20G1AND248JA0NNNNN,15,1.0
9444,440KA17116,15,1.0
45509,855ELL10G,15,1.0
432016,CP015S-MF1-10-1E1-2S,11,1.0
424245,ABREPAIR_256,11,1.0
424246,ABREPAIR_257,11,1.0
422077,ABREPAIR_243,11,1.0
422080,ABREPAIR_244,11,1.0
422427,ABREPAIR_245,11,1.0
422429,ABREPAIR_246,11,1.0
422430,ABREPAIR_247,11,1.0
16361,889RF4AEA5,15,1.0
425920,ABMCC_25505980/300,11,1.0
2088,140GGOSB,15,1.0
4667,1756IV32,15,1.0
5623,194RHM4EL,15,1.0
112589,100E65KD00,15,1.0
2714,1489M3D010,15,1.0
136119,1585C8MBS100,53,1.0
415737,FAC91101_0100,26,1.0
382897,VSSEWDM3555T,11,1.0
432023,ABPMA_100D420ED00,11,1.0
30251,KTK-R-5,11,1.0
180471,8003042B1,11,1.0
68490,A079,11,1.0
432900,9398NTKITT21 - YASKAWA,11,1.0
561334,ABMCC_25582912/500,11,1.0
560674,M78035.,11,1.0
36009,RACKS,11,1.0
9563,440NG02075,15,1.0
9564,440NG02077,15,1.0
9577,440NG02123,15,1.0
141631,203411,11,1.0
391114,8712040,26,1.0
2781,1492AIFM83,32,1.0
421121,E2094BM01S/D,11,1.0
561332,ABMCC_25582912/400,11,1.0
159974,440RD23163,30,1.0
37242,SKR1FAN2F8,59,1.0
56670,TLYA110PBJ64AA,96,1.0
14366,800TXD4,15,1.0
5402,194EA1617534N,15,1.0
561370,SER-P1C-CCM-DESTER-25-185,11,1.0
53661,440TAKEYE10AE,31,1.0
9812,440TAKEYE10BB,15,1.0
9813,440TAKEYE10BC,39,1.0
48880,HELU18073,11,1.0
315091,PV-200L-50-857-MV,11,1.0
222248,ASR0806021,28,1.0
382820,ABPWHTVLOWT50WBD480V,11,1.0
62102,R201863,11,3.0
432021,ABMCC_25828327/100,11,1.0
20035,BK-GMA-8-R,11,1.0
224252,BP0020,11,1.0
5157,184TTFW16027,11,1.0
59655,4715MS22TB50B00,11,1.0
399338,35614010500-UDM-ERROR,11,1.0
360989,SPMS1805,28,1.0
222643,ATQ10,11,1.0
22726,CUR3X10,11,1.0
360984,SPM2008R5,28,1.0
218796,ABMCC_25379987/502,11,1.0
415331,9515MFTACRT12 - STEERINGMEX,11,1.0
231957,CUR100,11,1.0
360985,SPM2206R5,28,1.0
22963,DFJ-15,11,1.0
560679,9398CTKITLEG - TECNICAIA,11,1.0
422942,440TMDALE10VHWH,40,1.0
421955,9701MVWSTNLTBDLT51 - FLUXING,11,1.0
386085,440TMDALE10YFYH,61,1.0
59148,100060,11,1.0
5230,19113-0,11,1.0
427228,R1LVAR.,11,1.0
33650,OLB88,11,1.0
426430,ACAC10037_CLYSER,11,1.0
28008,GMA-4-R,11,1.0
24071,EE270V,11,1.0
24286,EKCP32TA,11,1.0
10475,48-22-3079,11,1.0
61096,85250005,11,1.0
31882,OBSOLETO-MANIOBRA,11,1.0
115836,100110,11,1.0
292422,IFSRL07KIT,11,1.0
1317,104317,11,1.0
1315,104315,11,1.0
118578,104325,11,1.0
560685,OU6601GRGA,11,1.0
422420,9398NTKITT21 - SOLARA,11,1.0
294254,KBA005,11,1.0
43631,DMW2L244000LMACLMDMVOLTGZ1050K80CRI,11,1.0
29904,KBXDES14,11,1.0
9099,42JTC2LAT1F4,15,1.0
3483,1492SPM1C030N,15,1.0
427232,AB_CHANGEORDER/6504883159/305-CCM-102_B,11,1.0
294609,KLKR001,11,1.0
29913,KBXTA19EV,11,1.0
233293,DMW2L244000LMAFLWDMVOLTGZ1050K80CRI,11,1.0
560687,PV-SPLITER,11,1.0
3456,1492SPM1B030N,111,1.0
295632,LCA400126,11,1.0
246603,E20750ML1C770D740/A,11,1.0
432416,GMPE-L08-850MV,11,1.0
422085,INC-1585DM8UGDM25,11,1.0
430115,SMS SFY ER- Marmita_Delimex_30453346.1,11,1.0
4325,160NHG00B,11,1.0
3975,1528,11,1.0
138384,19021000,11,10.0
4264,1606XLP36C,15,1.0
7901,27340A,11,1.0
427164,ABPMA_25CD2P3N104,19,1.0
7905,2736369,11,1.0
61818,M31563.,63,1.0
24599,EKLB-87,11,1.0
150302,25CB2P5N104,15,1.0
560686,PV-DMX,11,1.0
556419,ABMCC_25572705_800,11,1.0
560688,PV-PROGRAMACIÓN INTERFAZ DMX,11,1.0
219598,ABMCC_25379987/900,11,1.0
10746,50940,12,1.0
10631,5000150F,11,1.0
11252,601407,21,1.0
153798,3138243K04,11,1.0
24966,STA5.,11,1.0
46362,4043030052,15,1.0
407857,100C23KB300,94,1.0
56356,FLUKE700G30,11,1.0
386082,440TMKEXE11YAYBYB,31,1.0
386086,440TMKEXE11YEYFYF,61,1.0
51807,602696,15,1.0
18880,AKR2030P1K2,15,1.0
32560,MPAIB4150CM34A,103,1.0
31895,MATERIAL,11,1.0
425881,4NWP100230R0001,11,1.0
403183,284586-100002,11,1.0
432352,BC210 NP SK23.310 FM2 RT1,11,1.0
15095,85199/TPC,11,1.0
67944,MG65220GAC,11,1.0
7378,22HIMH30,15,1.0
69845,440NZ21U17A,15,1.0
3161,1492JD3P,15,1.0
177415,700CFB220EJ,15,1.0
176724,64433899,11,1.0
155121,3MM80611464985,11,1.0
46416,100SC09EJ422C,32,1.0
6507,2090CPWM7DF14AF15,15,1.0
6686,2094PRS8,15,1.0
364043,SUM_INST_TANQEXP,11,1.0
565747,MANTENIMIENTO PREVENTIVO MOTOR 7.5HP NIDEC,11,1.0
25440,EZ00000000044,11,1.0
32572,MPDB63161,11,1.0
390364,ABMCC_25417505/700,11,1.0
68686,MPDB66262,11,1.0
219755,ABOSSS_889DF4NE5,35,1.0
7374,22HIMA3,32,1.0
14264,800TQT24G,15,1.0
54477,FO-T6600,55,1.0
58697,FO-FLUKE709,27,1.0
26859,FO-TL238,76,1.0
422939,440TMSALE10EH,39,1.0
53892,PM8907/830,34,1.0
36448,S-19053,11,1.0
36449,S-19854,11,25.0
36452,S-257,11,1.0
48287,2198H070ADPT,15,1.0
405568,227191R,38,1.0
7828,2711PT15C22D8S,15,1.0
218444,A90FSCPS,30,1.0
17425,A7230SOF19,30,1.0
9514,440KT11307,15,1.0
159729,440NA32114,15,1.0
142184,2090CFBM7E7CEAF03,15,1.0
18640,ACLSN12,30,1.0
159861,440PCOHS11E,15,1.0
134143,1494UAE,39,1.0
10158,442GMABAMPH,15,1.0
390979,104E09KD22,39,1.0
221978,ASE16X16X6NK,30,1.0
397223,86324E,28,15.0
397357,7ME6310-3TJ32-1CB2,11,1.0
166790,442GMABLBULE0P49,15,1.0
44678,NC44S,11,1.0
136258,1585DM4HBDM10,15,1.0
131741,1492GS2G080,55,1.0
16653,9328CCWDEVENM,12,1.0
431401,9398N-TKITT11-ALPREMA,11,1.0
133536,1492PRINTCMP,15,1.0
8823,4160314,56,100.0
395050,ABMCC_ 25435626/100,11,1.0
392284,LHD4MC29DNNNGN.,11,1.0
12280,73220239,56,1.0
211520,889DR8AB2,15,1.0
12313,75009710,56,1.0
12356,76739,11,1.0
148342,2198AUXKIT,15,1.0
184432,800FPE4PX02,39,1.0
13383,800HN140,15,1.0
28641,HF0416413,11,1.0
195517,800TFXQ24RD4,55,1.0
187003,800HAR1A2,15,1.0
139611,194EFA40P11,31,1.0
142458,2090CPWM7DF10AF09,15,1.0
136382,1585DM4UBDM1,15,1.0
137294,1694DM2L2,15,1.0
45104,2071AP8,73,1.0
167507,45LSP2LPA3P4,15,1.0
398485,B18UMT18MAP6X2H1141S1589,11,1.0
17561,AB7957-F,11,1.0
17531,AB-WER-1200,11,1.0
209301,872CDH2NP8D4,15,1.0
116892,100K05KA10,35,1.0
183363,800FMLF5MN3WX10,39,1.0
134853,150C30FBD,32,1.0
15076,847TDN2CRD01024,38,1.0
159098,440GA36050,15,1.0
348,019875,11,1.0
52145,ABPMA_1734AENTR,19,1.0
397341,CHZ-0406-2A,11,1.0
2237,140GKRVM12B,15,1.0
11015,5435,11,1.0
129737,1485FP2M5A,15,1.0
184309,800FMX21,15,1.0
419844,843ESIP2BA1,15,1.0
48084,2090CSWM1DF18AA10,48,1.0
17569,ABBL33-8025LEDNW,11,1.0
175461,600003057,11,1.0
9506,440KT11267,15,1.0
21011,CCS2STLG,75,1.0
202679,836PD1NFGA36PAD4,41,1.0
2839,1492CE9,15,1.0
10007,440TMRKSE11ND,60,1.0
398842,REPARACION_CR6401X,11,1.0
41265,W57,33,1.0
29087,ILPG10A/9,11,1.0
22722,CUPC-3017-06,11,1.0
398655,SOLIDCORE-PA-FRD,11,1.0
398654,SOLIDCORE-FRD,11,1.0
399375,SW-MSOFFICE2021-C18005E,11,1.0
397160,STP-120W,11,1.0
565754,ENS-TAB-SEG,11,8.0
160099,440TAKEYE10DJ,39,1.0
6358,2090CFBM4DFCDAF09,15,1.0
397325,THZ-24R08-2A,11,1.0
397381,TH-30R08-2A,11,1.0
142156,2090CFBM7DDCEAA04,15,1.0
142544,2090CSBM1DE18AA05,48,1.0
29871,K50APFF100GXDQ,11,1.0
195089,800TFXLE6D4,15,1.0
5028,1784U2CN,125,1.0
16169,889DF4ACDM1,15,1.0
24171,EK9070T1000D1,11,1.0
4767,1762IA8,15,1.0
141758,20750I1BC770D740,60,1.0
24069,EK262LRC5240,11,1.0
452924,M7603F.,11,1.0
24290,EKCPEA38,17,1.0
399171,T16R19K2-CU,11,1.0
397350,TRCH-04A-3P,11,1.0
397334,TRCH-12A-3P,11,1.0
397382,TRCH-24A-3P,11,1.0
560698,1TNE968902R2102,62,1.0
560702,1SAP231900R0000,11,1.0
25366,EWMW242436,28,1.0
397314,TRCH-30A-3P,11,1.0
59266,440EL13166,15,1.0
9086,42JSP2MPA2F4,30,1.0
168168,500FBOF930,31,1.0
31818,M800600350G,14,1.0
27815,GDC-2A,11,1.0
27579,G521216G050,25,1.0
45103,86310,11,1.0
28068,GSD600,11,1.0
28118,H-127,11,1.0
28119,H-132,11,1.0
28120,H-1603,11,1.0
28122,H-279,11,1.0
53069,66160,11,1.0
455070,5302167,11,1.0
397317,TRTH-30R08A,11,1.0
397328,TRRLD-2412,11,1.0
133919,149433,12,1.0
397320,TRRLD-3012A,11,1.0
256633,E20G11ND077JA0NNNNN/A,11,1.0
401119,SVL-S75625,11,1.0
33826,OPTIPLEX5250TODOENUNO,11,1.0
33827,OPTIPLEX7460,11,1.0
26769,FO-FLUKE62MAX+,11,3.0
34206,PB250-108-MEX,11,1.0
34233,PC1M12,21,1.0
36432,RYCR19,11,1.0
36451,S-19889-S,11,1.0
36566,S162546G050,28,1.0
36842,SCU1/4X3,11,1.0
36450,S-19867,11,500.0
306924,P266F,11,1.0
36457,S-4717,26,500.0
36464,S-9988,11,1.0
436681,K77 DRN90L4/BE2HR/AK8H,11,1.0
436663,41130,11,1.0
436655,9800-DC24HMICOM-ISFA,11,1.0
436658,9800-REINSTATE1-ISFAA,11,1.0
436646,152117,11,1.0
436678,9800-REINSTATE1 - VENUSA,11,1.0
40988,VKNINDTHW8RQ,11,1.0
397348,TRVI-04R1290-A,11,1.0
41016,VKNTHW12NM,35,100.0
307313,P2CS188,28,1.0
397340,TRVI-12R1290A,11,1.0
169303,5094RTB3TS,53,1.0
142356,2090CPBM7DF16AA01,33,1.0
32697,MPLB540DMJ72AA,45,1.0
387716,20G11LD1K4AN4NNNNN,46,1.0
142753,2090CSWM1DF18AA11,48,1.0
393770,20G11FD011JA0NNNNN,31,1.0
58537,P2CS228,28,1.0
51931,42JSD2MPA1Y4,39,1.0
150572,2706PCABLE1SC,11,1.0
53382,2700168,11,1.0
150565,2706NC13SC,11,1.0
13037,800FPCB2U273,15,1.0
395718,1494UJ200C4HJLCMNOPC,31,1.0
14150,800TP16R,15,1.0
395772,875FM10NP34FP02,83,1.0
437993,9324C-RLDT11-AMP,11,1.0
42278,SLX580,35,1000.0
397333,VIZ-12R1290-2A,11,1.0
397352,VIZ-04R1290-A,11,1.0
408889,2198KITCONCAP1300,15,1.0
397375,VHZ30R1290-2A,11,1.0
397380,TRVI-30R1290-2A,11,1.0
307435,P2DDR2012,28,1.0
45202,2170229,56,1.0
45617,2170474,56,1.0
256814,E20G14ND248AN0NNNNN/A,11,1.0
45860,FO-FLUKE700PTPK2,11,1.0
45812,HDL36125,11,1.0
34385,PEECML141/0,11,100.0
45994,CEM2333T,11,1.0
47557,7ME6140-2YJ10-1AA2-Z N02,11,1.0
379290,VRAFD0900982405000,11,1.0
47825,4510141,56,100.0
47731,700724,21,1.0
47613,100FE,11,1.0
47498,404000-12-12P,11,1.0
233313,DN2008R5,28,1.0
48054,HSDH483612SS,28,1.0
216195,A-T40-PW-PF-SP,11,1.0
48250,0041043,56,1.0
48375,A16H1206SSLP,35,1.0
48638,70002628,56,1.0
420654,888ND4AFA11F,11,1.0
48565,7ML1930-1FK,42,1.0
421205,BCC032H,21,1.0
420190,6271819,21,1.0
109167,TYD15X15SPG6,11,20.0
49184,7MH7158-0AA00,11,1.0
388021,EKFT-13-V07-TP,11,1.0
46724,66825-ERRORUdM,11,1.0
21066,CDCUR212C,11,1.0
387163,FDOC10G25,11,10.0
51462,CP59,11,1.0
51456,CHM2DIU,11,6.0
225643,C4G7C24CE00,11,1.0
70365,7262,11,1.0
378569,SLZZ29,11,100.0
176513,627002X,11,1.0
282680,FNM-1-8,11,1.0
70005,7KM4212-0BA00-3AA0,11,1.0
52328,A74H6018SSLP3PT,28,1.0
52507,FO-PRV240,11,1.0
18502,ABV202V571NV43KNE1PK,11,1.0
304194,N280446G102,11,1.0
18508,ABV252V5712V43KNE1PK,11,1.0
441531,2100HSP12CTBB,18,1.0
34972,PPB2126,11,1.0
53131,C9300-STACK-NONE,11,1.0
232058,CV13AOS,11,1.0
219756,ABOSSS_889DF4NEDM1,38,1.0
6485,2090CPWM6DF16AA12,15,1.0
197741,800TKA6,52,1.0
13950,800TH33D1,15,1.0
1035,100K09ZJ01,15,1.0
5296,193EEDB,61,1.0
268455,EKT59,11,1.0
310134,PDC3HD2,11,1.0
54326,CALI/FLUKE438II,11,1.0
113903,ELCN124V,11,1.0
10263,450LB4HN0600YD,15,1.0
54851,AASHLF2424,25,1.0
3036,1492GH005,15,1.0
225640,C4FP4560SS,11,1.0
57081,1SDA079698R1,11,1.0
56745,MVI56EMNETCR,11,1.0
413325,1201030010,11,1.0
157067,CCSSHDL,35,1.0
9248,440EA13083,30,1.0
8317,3134173K078434X,11,1.0
228048,CG2002AM,11,1.0
13430,800HQRH2B,15,1.0
58019,HV-230,11,1.0
425176,286TSTFCD6001-WX,11,1.0
30204,KT201-8,11,6.0
61309,BK2/60/83/22/12.7,11,1.0
233887,DUSTCAPRKM,11,1.0
367058,TT1000-1M/3FT-PC,11,1.0
367042,TT-FFS-100-MC-1,11,1.0
384160,6189VWIN10V2019UPG,15,1.0
367048,TT-FLAT-PROBE,11,1.0
61015,691322110002,11,1.0
61016,691361100002,11,1.0
61017,694106301002,11,1.0
35413,PTRA48T,25,1.0
61310,BLM15GG471SN1D,11,1.0
61358,C0805C104Z5VACTU,11,1.0
61359,C0805C105Z4VACTU,11,1.0
61396,CERRADURA_DOBLE,11,1.0
142623,2090CSBM1DF14AF18,48,1.0
61727,LCD-156-SHARP-LED-01,11,1.0
61732,LM3480IM3-3.3/NOPB,11,1.0
396737,0026320,61,1.0
62160,S-512,11,1.0
397426,0045220,56,1.0
62159,S-4954,11,1.0
62164,S-9970BL,11,1.0
397463,0083104,61,100.0
62161,S-5691,11,1.0
424546,D3900A1011,11,1.0
257114,E20G1AND156AA0NNNNN/A,11,1.0
406477,V30FA033PC,11,1.0
11773,700HA32A12,15,1.0
11783,700HA32Z2434,15,1.0
62975,E4PBGXSS,24,1.0
281081,FASS04803100111,11,1.0
55046,700HA33A113,55,1.0
19195,AO5B,11,1.0
257122,E20G1AND248AA0NNNNN/A,11,1.0
22803,CWHNL,35,1.0
384008,MLA8-010-51-2-CS3,11,1.0
10639,500COD930,15,1.0
257123,E20G1AND248AN0NNNNN/A,11,1.0
45253,85110,11,1.0
281084,FASS04821100511,11,1.0
401466,140MTD9NC25,66,1.0
3726,1494UFC60R,15,1.0
177931,700HC24A23,15,1.0
397839,1002-534,11,1.0
397841,1002-648,11,1.0
257134,E20G1AND415AN0NNNNN/A,11,1.0
177977,700HF32Z1,15,1.0
360647,SMSAC,89,5.0
134370,1497AA6M63N,15,1.0
112536,GABINETA_DISPENS,11,1.0
208472,86532,11,1.0
113789,HDA36150,11,1.0
11814,700HB33A134,15,1.0
112552,YGHA282N,11,1.0
443500,2CQG505561R1011,11,1.0
409027,5094OB8XT,71,1.0
113850,L-350870,11,1.0
60251,700HG42A16,321,1.0
67589,CSD24208,25,1.0
67737,30010548,56,1.0
114299,0/494.525.3/18DIN/14DIN,11,1.0
114304,0.9561.63,11,1.0
114298,0/440.604.0S,11,1.0
7348,22FA4P2N103,15,1.0
67732,3110000,11,1.0
53369,700HG42Z486,15,1.0
114300,0/932.333/11/11,11,1.0
114302,0/932.333/12.7/10,11,1.0
424157,9355MRSLCT21 - CONTROL-E,11,1.0
35923,R29985ZH00000,11,1.0
560325,P1C-LAMINA-SEL-3421,11,1.0
68068,716M12,11,1.0
156432,42EFS1SCAA2,39,1.0
16204,889DF5AC20,15,1.0
133512,1492PG4Q,36,1.0
52771,R7MF2F.,42,1.0
431609,98850,11,1.0
69826,00101193,56,1.0
10183,442LSFZNMN3,55,1.0
441,058T026LCP,11,1.0
69172,T40P730SF04,92,1.0
114796,00420083,56,1.0
115258,056T34F15600,11,1.0
69897,146124,11,1.0
431525,68518,11,1.0
11971,700HN180G,15,1.0
42285,20F11ND2P1AA0NNNNN,27,1.0
6890,20F11ND040AA0NNNNN,42,1.0
70305,91424,11,1.0
70306,91425,11,1.0
113522,REP_FUGA_ACE,11,1.0
70671,2216050,21,1.0
437619,9701M-VWSTNBDLT40 -  DC CONTROL,11,1.0
70489,30T125H,11,1.0
70693,WS625112SS,35,1.0
4620,1756CN2,15,1.0
152921,296-9570-1-ND,11,1.0
41520,WS603616SS,35,1.0
300427,MAS0806040R5,28,1.0
41919,193T1AB25,15,1.0
4710,1756OB16E,15,1.0
178888,700SHCPAD,15,1.0
393194,2198TALSYS4,69,1.0
12154,700TBR224,15,1.0
30466,LA-KIT,11,1.0
9453,440KB04026,15,1.0
13868,800TFXQH2BA,15,1.0
114057,800TA4,15,1.0
128345,140GNTC4H,15,1.0
113676,88816/TPC,11,1.0
313480,PROMOFT2X4X10EG,11,1.0
420671,7ME6140-2YJ10-1JA2,42,1.0
72396,1SBH137005R1131,11,1.0
67547,ABPLX-E2HTPHOWT4080120-277V,11,1.0
67749,8002605306R,60,1.0
180213,8002617323R,151,1.0
12554,8002623001R,68,1.0
180276,8002638701R,55,1.0
11967,700HN157,15,1.0
180326,8002651104R,184,1.0
13133,800FPLSM24,15,1.0
15350,855HSG30GPE,15,1.0
442250,140MTC3EC16XC,39,1.0
69252,194LHE6L175I,52,1.0
6522,2090CPWM7DF16AF07,15,1.0
30992,LEV2730,11,1.0
