product_id,wh_id,on_hand,reserved_quantity,almacen
1208,10,6.0,0.0,Almacén 10
1213,1,3.0000000000000004,0.0,Almacén 1
1213,9,-8.881784197001252e-16,0.0,Almacén 9
1230,9,1.0000000000000009,0.0,Almacén 9
1251,1,32.3136,0.0,Almacén 1
1255,9,1.0,0.0,Almacén 9
1256,1,175.0,0.0,Almacén 1
1256,12,-7.105427357601002e-15,0.0,Almacén 12
1258,7,0.074,0.0,Almacén 7
1260,1,20.0,0.0,Almacén 1
1260,12,0.0,0.0,Almacén 12
1265,4,446.63,0.0,Almacén 4
1267,4,9.0,0.0,Almacén 4
1268,4,9.0,0.0,Almacén 4
1270,4,10.0,0.0,Almacén 4
1272,4,10.0,0.0,Almacén 4
1275,4,1.0,0.0,Almacén 4
1276,4,7.000000000000001,0.0,Almacén 4
1277,4,7.000000000000001,0.0,Almacén 4
1288,1,40.0,0.0,Almacén 1
1288,12,0.0,0.0,Almacén 12
1296,1,3.0000000000000004,0.0,Almacén 1
1300,1,1.0,0.0,Almacén 1
1306,1,10.0,0.0,Almacén 1
1307,1,3.0000000000000004,0.0,Almacén 1
1310,1,2.0,0.0,Almacén 1
1311,1,13.000000000000002,0.0,Almacén 1
1316,1,0.0,0.0,Almacén 1
1319,1,13.0,0.0,Almacén 1
1320,1,10.0,0.0,Almacén 1
1321,1,1.0,0.0,Almacén 1
1321,10,1.0,0.0,Almacén 10
1322,1,3.0,0.0,Almacén 1
1323,10,3.0,0.0,Almacén 10
1326,1,15.000000000000002,0.0,Almacén 1
1330,1,3.0,0.0,Almacén 1
1337,1,9.0,4.440892098500626e-16,Almacén 1
1337,4,0.0,0.0,Almacén 4
1337,9,2.0,0.0,Almacén 9
1344,12,0.0,0.0,Almacén 12
1352,12,0.0,0.0,Almacén 12
1353,9,0.0,0.0,Almacén 9
1360,9,0.0,0.0,Almacén 9
1361,9,1.0,0.0,Almacén 9
1362,12,0.0,0.0,Almacén 12
1381,4,1.0,0.0,Almacén 4
1382,1,1.0,0.0,Almacén 1
1387,12,0.0,0.0,Almacén 12
1398,1,0.0,0.0,Almacén 1
1404,4,8.0,0.0,Almacén 4
1417,1,225.0,0.0,Almacén 1
1417,9,3034.21,0.0,Almacén 9
1417,12,0.0,0.0,Almacén 12
1419,1,1.0000000000000004,0.0,Almacén 1
1429,1,2.0,0.0,Almacén 1
1452,9,40.0,0.0,Almacén 9
1456,1,10.0,0.0,Almacén 1
1460,1,50.0,0.0,Almacén 1
1465,1,17.0,0.0,Almacén 1
1466,9,0.0,0.0,Almacén 9
1471,1,20.0,0.0,Almacén 1
1478,1,82.0,0.0,Almacén 1
1478,12,0.0,0.0,Almacén 12
1479,1,148.0,0.0,Almacén 1
1480,1,50.0,0.0,Almacén 1
1480,12,0.0,0.0,Almacén 12
1481,1,17.0,0.0,Almacén 1
1481,4,5.199999999999999,0.0,Almacén 4
1482,1,755.0,200.0,Almacén 1
1485,1,0.0,0.0,Almacén 1
1486,1,20.0,0.0,Almacén 1
1488,1,68.0,0.0,Almacén 1
1488,9,2.04,0.0,Almacén 9
1492,1,33.0,0.0,Almacén 1
1492,15,60.0,0.0,Almacén 15
1493,1,18.0,0.0,Almacén 1
1493,9,40.0,0.0,Almacén 9
1494,1,30.0,0.0,Almacén 1
1496,1,6.0,0.0,Almacén 1
1504,1,95.0,0.0,Almacén 1
1507,1,60.0,0.0,Almacén 1
1509,1,13.998000000000001,0.0,Almacén 1
1510,1,47.0,0.0,Almacén 1
1510,4,8.0,0.0,Almacén 4
1511,1,31.0,0.0,Almacén 1
1511,10,0.0,0.0,Almacén 10
1516,1,52.0,0.0,Almacén 1
1516,12,0.0,0.0,Almacén 12
1517,1,103.0,0.0,Almacén 1
1522,1,128.0,0.0,Almacén 1
1525,1,10.0,0.0,Almacén 1
1525,12,0.0,0.0,Almacén 12
1541,1,2.0,0.0,Almacén 1
1541,12,0.0,0.0,Almacén 12
1578,4,12.0,0.0,Almacén 4
1579,1,82.0,0.0,Almacén 1
1581,1,0.0,0.0,Almacén 1
1583,1,0.0,0.0,Almacén 1
1600,10,2.0,0.0,Almacén 10
1601,9,4.0,0.0,Almacén 9
1602,10,5.0,0.0,Almacén 10
1604,9,4.0,0.0,Almacén 9
1605,10,5.000000000000001,0.0,Almacén 10
1624,1,1.0,0.0,Almacén 1
1625,1,3.0000000000000004,0.0,Almacén 1
1633,1,2.0,0.0,Almacén 1
1639,4,2.0,0.0,Almacén 4
1656,12,0.0,0.0,Almacén 12
1667,1,1517.0,0.0,Almacén 1
1668,1,45.0,0.0,Almacén 1
1669,1,17.0,0.0,Almacén 1
1670,4,25.0,0.0,Almacén 4
1674,1,50.0,0.0,Almacén 1
1696,1,1.0,0.0,Almacén 1
1700,4,1.0,0.0,Almacén 4
1724,1,2.0000000000000004,0.0,Almacén 1
1725,1,2.0,0.0,Almacén 1
1730,4,0.0,0.0,Almacén 4
1741,1,0.0,0.0,Almacén 1
1741,9,0.0,0.0,Almacén 9
1741,12,0.0,0.0,Almacén 12
1762,4,0.4,0.0,Almacén 4
1764,1,6.0,0.0,Almacén 1
1780,4,1.0,0.0,Almacén 4
1802,1,50.0,0.0,Almacén 1
1802,12,0.0,0.0,Almacén 12
1807,1,4.0,0.0,Almacén 1
1818,9,90.00000000000001,0.0,Almacén 9
1826,1,9.0,0.0,Almacén 1
1827,1,0.0,0.0,Almacén 1
1828,1,0.0,0.0,Almacén 1
1842,1,1075.0,0.0,Almacén 1
1843,10,24.0,0.0,Almacén 10
1845,1,75.0,0.0,Almacén 1
1850,1,0.0,0.0,Almacén 1
1854,9,1.0,0.0,Almacén 9
1854,12,0.0,0.0,Almacén 12
1858,4,4.440892098500626e-16,0.0,Almacén 4
1858,9,0.0,0.0,Almacén 9
1859,9,0.0,0.0,Almacén 9
1862,4,4.440892098500626e-16,0.0,Almacén 4
1862,12,0.0,0.0,Almacén 12
1865,9,2.0000000000000004,0.0,Almacén 9
1866,1,3.000000000000001,0.0,Almacén 1
1866,9,0.0,0.0,Almacén 9
1866,12,0.0,0.0,Almacén 12
1867,1,7.0,0.0,Almacén 1
1876,9,10.0,0.0,Almacén 9
1878,9,8.881784197001252e-16,0.0,Almacén 9
1916,4,1.0,0.0,Almacén 4
1937,9,-4.440892098500626e-16,0.0,Almacén 9
1938,9,-4.440892098500626e-16,0.0,Almacén 9
1938,12,0.0,0.0,Almacén 12
1939,9,0.0,0.0,Almacén 9
1940,12,0.0,0.0,Almacén 12
1949,12,0.0,0.0,Almacén 12
1951,12,0.0,0.0,Almacén 12
1966,1,1.0,0.0,Almacén 1
1998,1,5.0,0.0,Almacén 1
1998,9,2.9999999999999996,0.0,Almacén 9
1998,12,0.0,0.0,Almacén 12
2002,4,0.0,0.0,Almacén 4
2005,1,0.0,0.0,Almacén 1
2005,12,0.0,0.0,Almacén 12
2018,4,0.0,0.0,Almacén 4
2024,1,4.000000000000001,0.0,Almacén 1
2024,12,0.0,0.0,Almacén 12
2029,12,0.0,0.0,Almacén 12
2040,9,0.0,0.0,Almacén 9
2058,4,2.0,2.0,Almacén 4
2059,12,0.0,0.0,Almacén 12
2063,12,0.0,0.0,Almacén 12
2066,12,0.0,0.0,Almacén 12
2069,12,0.0,0.0,Almacén 12
2078,1,11.0,0.0,Almacén 1
2085,9,0.0,0.0,Almacén 9
2087,12,0.0,0.0,Almacén 12
2088,1,1.0,0.0,Almacén 1
2090,9,0.0,0.0,Almacén 9
2095,1,0.0,0.0,Almacén 1
2102,1,18.0,0.0,Almacén 1
2102,9,7.000000000000001,0.0,Almacén 9
2102,12,2.0,0.0,Almacén 12
2129,9,2.0,2.0,Almacén 9
2151,1,0.0,0.0,Almacén 1
2160,1,18.0,0.0,Almacén 1
2160,9,5.0,0.0,Almacén 9
2182,9,0.0,0.0,Almacén 9
2183,9,2.0,2.0,Almacén 9
2191,9,0.0,0.0,Almacén 9
2193,12,0.0,0.0,Almacén 12
2210,12,0.0,0.0,Almacén 12
2214,12,0.0,0.0,Almacén 12
2215,9,4.0,4.0,Almacén 9
2215,12,0.0,0.0,Almacén 12
2218,12,0.0,0.0,Almacén 12
2223,1,0.0,0.0,Almacén 1
2223,12,0.0,0.0,Almacén 12
2228,1,19.0,0.0,Almacén 1
2228,4,0.0,0.0,Almacén 4
2236,1,2.0,0.0,Almacén 1
2244,1,4.0,0.0,Almacén 1
2244,9,2.0,0.0,Almacén 9
2244,12,0.0,0.0,Almacén 12
2245,1,0.0,0.0,Almacén 1
2245,9,0.0,0.0,Almacén 9
2245,12,0.0,0.0,Almacén 12
2270,1,1.0,0.0,Almacén 1
2277,1,8.0,0.0,Almacén 1
2317,1,1.0,0.0,Almacén 1
2325,1,1.0,0.0,Almacén 1
2329,1,0.0,0.0,Almacén 1
2330,1,1.0,0.0,Almacén 1
2333,1,1.9999999999999996,0.0,Almacén 1
2336,9,9.0,0.0,Almacén 9
2341,1,7.000000000000001,0.0,Almacén 1
2359,1,2.0,0.0,Almacén 1
2384,10,0.0,0.0,Almacén 10
2384,12,0.0,0.0,Almacén 12
2385,1,0.0,0.0,Almacén 1
2389,12,0.0,0.0,Almacén 12
2403,1,0.0,0.0,Almacén 1
2415,9,0.0,0.0,Almacén 9
2478,1,9.0,0.0,Almacén 1
2479,1,1.0,0.0,Almacén 1
2480,1,5.0,0.0,Almacén 1
2481,1,9.0,0.0,Almacén 1
2484,1,3.0000000000000004,0.0,Almacén 1
2485,1,4.0,0.0,Almacén 1
2486,1,1.0,0.0,Almacén 1
2495,1,0.0,0.0,Almacén 1
2495,9,0.0,0.0,Almacén 9
2496,1,6.000000000000001,0.0,Almacén 1
2499,1,4.000000000000002,0.0,Almacén 1
2500,1,5.0,0.0,Almacén 1
2501,1,22.000000000000004,0.0,Almacén 1
2507,1,0.0,0.0,Almacén 1
2507,4,1.7763568394002505e-15,1.7763568394002505e-15,Almacén 4
2539,1,1.0,0.0,Almacén 1
2540,1,3.0000000000000004,0.0,Almacén 1
2540,9,2.0,0.0,Almacén 9
2543,9,1.0,0.0,Almacén 9
2544,9,1.0,0.0,Almacén 9
2568,1,2507.4500000000003,0.0,Almacén 1
2597,1,3.0,0.0,Almacén 1
2607,4,0.0,0.0,Almacén 4
2611,1,2.0,0.0,Almacén 1
2611,12,-8.881784197001252e-16,0.0,Almacén 12
2612,1,1.0,0.0,Almacén 1
2618,1,7.999999999999986,0.0,Almacén 1
2619,4,4.0,0.0,Almacén 4
2619,9,-8.881784197001252e-16,0.0,Almacén 9
2620,1,5.0,0.0,Almacén 1
2620,4,7.000000000000001,0.0,Almacén 4
2620,12,0.0,0.0,Almacén 12
2621,1,3.0,0.0,Almacén 1
2622,1,1.0,0.0,Almacén 1
2623,1,8.0,0.0,Almacén 1
2624,1,15.0,0.0,Almacén 1
2625,1,8.0,0.0,Almacén 1
2626,1,6.999999999999998,0.0,Almacén 1
2627,1,10.0,0.0,Almacén 1
2628,4,0.0,0.0,Almacén 4
2630,1,0.0,0.0,Almacén 1
2630,9,0.0,0.0,Almacén 9
2630,10,0.0,0.0,Almacén 10
2630,12,0.0,0.0,Almacén 12
2631,1,3.0,3.0,Almacén 1
2633,1,-1.7763568394002505e-15,0.0,Almacén 1
2633,4,0.0,0.0,Almacén 4
2633,12,0.0,0.0,Almacén 12
2634,1,1.0,1.0,Almacén 1
2635,4,59.0,59.0,Almacén 4
2636,1,5.0,1.0,Almacén 1
2636,9,1.0,0.0,Almacén 9
2636,10,2.0,0.0,Almacén 10
2637,4,0.0,0.0,Almacén 4
2637,9,0.0,0.0,Almacén 9
2638,1,9.999999999999998,0.0,Almacén 1
2638,9,0.0,0.0,Almacén 9
2638,12,0.0,0.0,Almacén 12
2639,1,1.0,1.0,Almacén 1
2639,10,0.0,0.0,Almacén 10
2640,1,11.000000000000007,0.9999999999999996,Almacén 1
2640,9,2.0,1.0,Almacén 9
2640,10,2.0,0.0,Almacén 10
2640,12,0.0,0.0,Almacén 12
2641,1,1.0,0.0,Almacén 1
2642,10,0.0,0.0,Almacén 10
2642,12,0.0,0.0,Almacén 12
2644,1,9.0,9.0,Almacén 1
2644,10,0.0,0.0,Almacén 10
2645,1,0.0,0.0,Almacén 1
2646,1,2.0,2.0,Almacén 1
2647,1,1.0,0.0,Almacén 1
2648,1,5.000000000000002,5.0,Almacén 1
2649,1,0.0,0.0,Almacén 1
2652,12,0.0,0.0,Almacén 12
2653,10,0.0,0.0,Almacén 10
2654,9,1.0,0.0,Almacén 9
2656,1,0.9999999999999956,0.9999900000000004,Almacén 1
2658,9,0.0,0.0,Almacén 9
2660,1,0.0,0.0,Almacén 1
2660,9,0.9999999999999996,0.0,Almacén 9
2661,1,1.0,0.0,Almacén 1
2662,1,0.0,0.0,Almacén 1
2662,9,0.0,0.0,Almacén 9
2662,12,0.0,0.0,Almacén 12
2664,1,0.0,0.0,Almacén 1
2664,12,0.0,0.0,Almacén 12
2667,9,0.0,0.0,Almacén 9
2667,12,0.0,0.0,Almacén 12
2668,10,0.0,0.0,Almacén 10
2669,10,0.0,0.0,Almacén 10
2670,10,0.0,0.0,Almacén 10
2673,10,0.0,0.0,Almacén 10
2674,1,0.0,0.0,Almacén 1
2674,10,0.0,0.0,Almacén 10
2674,12,2.0,2.0,Almacén 12
2675,12,0.0,0.0,Almacén 12
2676,12,0.0,0.0,Almacén 12
2678,9,0.0,0.0,Almacén 9
2680,12,0.0,0.0,Almacén 12
2687,1,6.000000000000002,8.881784197001252e-16,Almacén 1
2687,10,0.0,0.0,Almacén 10
2689,1,0.0,0.0,Almacén 1
2691,1,5.0,0.0,Almacén 1
2698,12,0.0,0.0,Almacén 12
2702,10,0.0,0.0,Almacén 10
2703,1,0.0,0.0,Almacén 1
2703,10,0.0,0.0,Almacén 10
2704,10,0.0,0.0,Almacén 10
2706,10,0.0,0.0,Almacén 10
2707,10,0.0,0.0,Almacén 10
2708,10,0.0,0.0,Almacén 10
2708,12,0.0,0.0,Almacén 12
2710,1,3.0,0.0,Almacén 1
2714,1,-4.440892098500626e-16,0.0,Almacén 1
2718,1,3.999999999999999,0.0,Almacén 1
2720,10,0.0,0.0,Almacén 10
2721,1,0.0,0.0,Almacén 1
2721,12,0.0,0.0,Almacén 12
2727,10,5.0,5.0,Almacén 10
2736,4,1.0,0.0,Almacén 4
2737,9,4.0,0.0,Almacén 9
2739,9,40.0,0.0,Almacén 9
2740,4,29.0,3.552713678800501e-15,Almacén 4
2741,1,84.0,0.0,Almacén 1
2744,1,0.0,0.0,Almacén 1
2748,1,1.0,0.0,Almacén 1
2749,1,1.0,0.0,Almacén 1
2755,1,1.0,0.0,Almacén 1
2756,1,10.0,0.0,Almacén 1
2757,1,39.0,0.0,Almacén 1
2757,9,6.000000000000001,0.0,Almacén 9
2758,1,8.0,0.0,Almacén 1
2759,1,9.0,0.0,Almacén 1
2760,1,9.0,0.0,Almacén 1
2784,1,3.0000000000000004,0.0,Almacén 1
2795,1,-1.7763568394002505e-15,0.0,Almacén 1
2795,9,14.000000000000002,14.000000000000002,Almacén 9
2797,1,25.000000000000004,0.0,Almacén 1
2798,1,24.000000000000007,0.0,Almacén 1
2799,10,49.0,0.0,Almacén 10
2826,1,0.0,0.0,Almacén 1
2833,1,59.0,0.0,Almacén 1
2834,1,20.0,0.0,Almacén 1
2836,1,69.0,0.0,Almacén 1
2838,4,4.0,0.0,Almacén 4
2839,1,3.999999999999999,0.0,Almacén 1
2840,1,5.0,0.0,Almacén 1
2841,1,1.0,0.0,Almacén 1
2842,1,1.0,0.0,Almacén 1
2842,9,6.000000000000001,0.0,Almacén 9
2843,1,7.000000000000001,0.0,Almacén 1
2845,1,8.0,0.0,Almacén 1
2846,9,5.0,0.0,Almacén 9
2847,9,1.0,0.0,Almacén 9
2848,1,2.0,0.0,Almacén 1
2850,1,0.0,0.0,Almacén 1
2850,9,3.0000000000000004,3.0000000000000004,Almacén 9
2850,12,0.0,0.0,Almacén 12
2851,9,45.0,0.0,Almacén 9
2852,9,10.0,0.0,Almacén 9
2853,9,5.0,0.0,Almacén 9
2853,12,0.0,0.0,Almacén 12
2855,1,15.0,10.0,Almacén 1
2855,10,0.0,0.0,Almacén 10
2855,12,10.0,10.0,Almacén 12
2856,1,16.0,0.0,Almacén 1
2856,9,12.000000000000002,0.0,Almacén 9
2858,1,43.0,0.0,Almacén 1
2859,1,112.0,5.0,Almacén 1
2859,9,11.0,11.0,Almacén 9
2859,10,20.0,0.0,Almacén 10
2859,12,1.0000000000000009,8.881784197001252e-16,Almacén 12
2860,1,21.000000000000004,0.0,Almacén 1
2860,9,24.000000000000004,0.0,Almacén 9
2861,9,4.0,0.0,Almacén 9
2861,10,20.0,0.0,Almacén 10
2862,1,49.00000000000001,0.0,Almacén 1
2862,10,12.0,0.0,Almacén 10
2863,1,50.0,3.000000000000001,Almacén 1
2863,9,47.0,0.0,Almacén 9
2864,1,29.000000000000004,0.0,Almacén 1
2865,1,47.00000000000001,0.0,Almacén 1
2866,1,8.881784197001252e-16,0.0,Almacén 1
2866,12,0.0,0.0,Almacén 12
2867,1,32.00000000000001,0.0,Almacén 1
2868,9,51.0,0.0,Almacén 9
2869,1,48.00000000000001,0.0,Almacén 1
2871,9,5.0,0.0,Almacén 9
2872,1,7.000000000000001,0.0,Almacén 1
2872,10,10.0,0.0,Almacén 10
2877,10,31.0,0.0,Almacén 10
2878,1,19.0,0.0,Almacén 1
2879,9,20.0,0.0,Almacén 9
2880,9,36.0,0.0,Almacén 9
2881,10,41.0,0.0,Almacén 10
2882,10,12.999999999999998,0.0,Almacén 10
2883,1,7.000000000000001,0.0,Almacén 1
2884,1,40.0,0.0,Almacén 1
2884,4,22.0,0.0,Almacén 4
2885,10,0.0,0.0,Almacén 10
2885,12,8.0,8.0,Almacén 12
2886,1,60.00000000000001,0.0,Almacén 1
2887,1,51.00000000000001,0.0,Almacén 1
2888,10,5.0,0.0,Almacén 10
2889,9,13.000000000000002,13.000000000000002,Almacén 9
2891,10,0.0,0.0,Almacén 10
2892,1,6.000000000000001,0.0,Almacén 1
2893,1,55.00000000000001,0.0,Almacén 1
2894,10,30.0,0.0,Almacén 10
2895,1,6.000000000000001,0.0,Almacén 1
2896,1,3.0,0.0,Almacén 1
2897,1,2.0,0.0,Almacén 1
2898,1,4.0,0.0,Almacén 1
2899,4,1.0,0.0,Almacén 4
2900,1,12.0,0.0,Almacén 1
2902,1,3.0000000000000004,0.0,Almacén 1
2903,1,0.0,0.0,Almacén 1
2904,1,4.0,0.0,Almacén 1
2906,1,1.0,0.0,Almacén 1
2909,1,7.0,0.0,Almacén 1
2921,1,1.0,0.0,Almacén 1
2926,10,1.0,0.0,Almacén 10
2927,1,0.0,0.0,Almacén 1
2927,12,0.0,0.0,Almacén 12
2928,1,0.0,0.0,Almacén 1
2928,4,1.0,0.0,Almacén 4
2928,12,0.0,0.0,Almacén 12
2929,9,0.0,0.0,Almacén 9
2930,1,18.0,6.217248937900877e-15,Almacén 1
2930,12,27.0,0.0,Almacén 12
2935,1,0.0,0.0,Almacén 1
2936,1,0.0,0.0,Almacén 1
2937,1,4.0,0.0,Almacén 1
2938,1,1.0,0.0,Almacén 1
2942,1,0.0,0.0,Almacén 1
2942,12,0.0,0.0,Almacén 12
2946,1,2.0,0.0,Almacén 1
